conversion_id,click_id,affiliate_id,merchant_id,campaign_id,customer_id,product_id,session_id,converted_at,order_id,quantity,order_value,commission_rate,commission_earned,order_status,return_status
CONV_SYN_00000176,CLK_SYN_00009986,AFF009,MER0006,CAMP0046,CUST000133,B09YZA890,SES00013302,2024-10-03 00:22:20,ORD_SYN_00000176,1,98.0,0.03,2.94,Delivered,Not Returned
CONV_SYN_00001357,CLK_SYN_00001209,AFF001,MER0100,CAMP0002,CUST003149,B09PQR012,SES00314902,2024-10-03 05:16:38,ORD_SYN_00001357,1,399.0,0.02,7.98,Delivered,Not Returned
CONV_SYN_00000371,CLK_SYN_00007791,AFF008,MER0011,CAMP0047,CUST000005,B07MNO012,SES00000501,2024-10-03 07:26:15,ORD_SYN_00000371,1,99.99,0.03,3.0,Delivered,Returned
CONV_SYN_00000057,CLK_SYN_00004745,AFF006,MER0059,CAMP0042,CUST003468,B08ABC567,SES00346802,2024-10-03 11:46:37,ORD_SYN_00000057,1,59.99,0.03,1.8,Delivered,Not Returned
CONV_SYN_00000930,CLK_SYN_00003576,AFF010,MER0055,CAMP0038,CUST003082,B07TUVW901,SES00308202,2024-10-03 12:19:05,ORD_SYN_00000930,1,149.95,0.025,3.75,Delivered,Returned
CONV_SYN_00000044,CLK_SYN_00009661,AFF015,MER0024,CAMP0028,CUST004434,B08ABC567,SES00443401,2024-10-03 16:21:23,ORD_SYN_00000044,1,59.99,0.03,1.8,Delivered,Not Returned
CONV_SYN_00001791,CLK_SYN_00008489,AFF020,MER0076,CAMP0016,CUST000305,B08N5WRWNW,SES00030502,2024-10-04 00:36:14,ORD_SYN_00001791,1,49.99,0.04,2.0,Cancelled,Not Returned
CONV_SYN_00000831,CLK_SYN_00004406,AFF012,MER0096,CAMP0049,CUST001690,B07MNO678,SES00169003,2024-10-04 01:38:28,ORD_SYN_00000831,2,69.98,0.04,2.8,Delivered,Not Returned
CONV_SYN_00000600,CLK_SYN_00007254,AFF017,MER0040,CAMP0050,CUST000435,B07PQR345,SES00043501,2024-10-04 10:37:41,ORD_SYN_00000600,1,399.0,0.02,7.98,Delivered,Not Returned
CONV_SYN_00000340,CLK_SYN_00008764,AFF009,MER0002,CAMP0014,CUST004405,B09GHI123,SES00440503,2024-10-04 10:55:30,ORD_SYN_00000340,1,179.99,0.025,4.5,Delivered,Not Returned
CONV_SYN_00001778,CLK_SYN_00005161,AFF009,MER0052,CAMP0002,CUST003471,B09YZA890,SES00347101,2024-10-04 13:17:11,ORD_SYN_00001778,1,98.0,0.03,2.94,Delivered,Returned
CONV_SYN_00000487,CLK_SYN_00006123,AFF007,MER0065,CAMP0003,CUST000101,B09YZA234,SES00010102,2024-10-04 13:56:39,ORD_SYN_00000487,1,199.99,0.02,4.0,Delivered,Not Returned
CONV_SYN_00000629,CLK_SYN_00005301,AFF020,MER0037,CAMP0047,CUST001831,B07GHI789,SES00183103,2024-10-04 16:51:10,ORD_SYN_00000629,1,179.0,0.02,3.58,Cancelled,Not Returned
CONV_SYN_00001454,CLK_SYN_00004406,AFF012,MER0096,CAMP0049,CUST001690,B07MNO678,SES00169003,2024-10-05 00:03:40,ORD_SYN_00001454,1,34.99,0.04,1.4,Cancelled,Returned
CONV_SYN_00000769,CLK_SYN_00008569,AFF014,MER0017,CAMP0030,CUST004952,B08EFG456,SES00495203,2024-10-05 07:11:54,ORD_SYN_00000769,1,39.95,0.04,1.6,Delivered,Not Returned
CONV_SYN_00000405,CLK_SYN_00008764,AFF009,MER0002,CAMP0014,CUST004405,B09GHI123,SES00440503,2024-10-05 07:45:54,ORD_SYN_00000405,1,179.99,0.025,4.5,Cancelled,Not Returned
CONV_SYN_00001318,CLK_SYN_00009585,AFF002,MER0009,CAMP0038,CUST001191,B09PQR901,SES00119103,2024-10-05 12:53:12,ORD_SYN_00001318,1,349.99,0.02,7.0,Delivered,Not Returned
CONV_SYN_00001945,CLK_SYN_00001748,AFF017,MER0024,CAMP0012,CUST001709,B09YZA901,SES00170903,2024-10-05 20:47:01,ORD_SYN_00001945,1,199.99,0.03,6.0,Cancelled,Not Returned
CONV_SYN_00000135,CLK_SYN_00004586,AFF011,MER0041,CAMP0038,CUST003939,B09GHI123,SES00393902,2024-10-06 08:32:28,ORD_SYN_00000135,1,179.99,0.025,4.5,Delivered,Not Returned
CONV_SYN_00000932,CLK_SYN_00007479,AFF016,MER0055,CAMP0023,CUST004655,B09PQR012,SES00465501,2024-10-06 08:55:51,ORD_SYN_00000932,1,399.0,0.02,7.98,Delivered,Not Returned
CONV_SYN_00000533,CLK_SYN_00001842,AFF015,MER0069,CAMP0027,CUST002904,B08JKL789,SES00290401,2024-10-06 10:29:34,ORD_SYN_00000533,1,25.99,0.04,1.04,Cancelled,Returned
CONV_SYN_00001230,CLK_SYN_00006155,AFF017,MER0048,CAMP0005,CUST003079,B08ABC123,SES00307903,2024-10-06 19:55:28,ORD_SYN_00001230,1,2495.0,0.015,37.42,Cancelled,Returned
CONV_SYN_00000488,CLK_SYN_00007871,AFF010,MER0026,CAMP0050,CUST003556,B08JKL345,SES00355603,2024-10-06 20:20:51,ORD_SYN_00000488,1,349.95,0.02,7.0,Cancelled,Not Returned
CONV_SYN_00000728,CLK_SYN_00007776,AFF015,MER0074,CAMP0036,CUST000181,B07VWX901,SES00018102,2024-10-07 02:25:13,ORD_SYN_00000728,1,99.99,0.025,2.5,Delivered,Not Returned
CONV_SYN_00000824,CLK_SYN_00007621,AFF001,MER0071,CAMP0042,CUST004925,B08JKL012,SES00492502,2024-10-07 04:43:50,ORD_SYN_00000824,1,219.0,0.02,4.38,Delivered,Not Returned
CONV_SYN_00001387,CLK_SYN_00005024,AFF008,MER0076,CAMP0033,CUST003052,B09GHI789,SES00305202,2024-10-07 17:54:38,ORD_SYN_00001387,1,49.99,0.04,2.0,Cancelled,Not Returned
CONV_SYN_00000483,CLK_SYN_00002879,AFF016,MER0007,CAMP0023,CUST002857,B08STU901,SES00285703,2024-10-07 21:50:13,ORD_SYN_00000483,1,379.99,0.025,9.5,Delivered,Not Returned
CONV_SYN_00000959,CLK_SYN_00003591,AFF002,MER0030,CAMP0015,CUST004852,B07FZ8S74R,SES00485201,2024-10-07 22:43:05,ORD_SYN_00000959,1,39.99,0.04,1.6,Delivered,Returned
CONV_SYN_00000068,CLK_SYN_00006742,AFF003,MER0017,CAMP0043,CUST001723,B07DEF123,SES00172301,2024-10-08 06:52:33,ORD_SYN_00000068,2,199.98,0.03,6.0,Delivered,Not Returned
CONV_SYN_00001104,CLK_SYN_00003812,AFF020,MER0059,CAMP0042,CUST000556,B09VWX234,SES00055602,2024-10-08 20:32:31,ORD_SYN_00001104,1,599.0,0.02,11.98,Delivered,Not Returned
CONV_SYN_00001194,CLK_SYN_00003812,AFF020,MER0059,CAMP0042,CUST000556,B09VWX234,SES00055602,2024-10-08 21:34:55,ORD_SYN_00001194,3,1797.0,0.02,35.94,Delivered,Not Returned
CONV_SYN_00000299,CLK_SYN_00007014,AFF013,MER0069,CAMP0019,CUST004194,B08JKL012,SES00419403,2024-10-08 22:17:29,ORD_SYN_00000299,1,219.0,0.02,4.38,Delivered,Not Returned
CONV_SYN_00001226,CLK_SYN_00002687,AFF016,MER0085,CAMP0009,CUST000749,B08YZA567,SES00074903,2024-10-09 03:57:09,ORD_SYN_00001226,1,89.99,0.03,2.7,Cancelled,Not Returned
CONV_SYN_00000812,CLK_SYN_00007016,AFF002,MER0018,CAMP0026,CUST000717,B08STU234,SES00071701,2024-10-09 06:06:45,ORD_SYN_00000812,1,128.0,0.03,3.84,Delivered,Returned
CONV_SYN_00001286,CLK_SYN_00005481,AFF002,MER0075,CAMP0023,CUST000921,B09YZA901,SES00092103,2024-10-09 09:22:08,ORD_SYN_00001286,1,199.99,0.03,6.0,Delivered,Not Returned
CONV_SYN_00000297,CLK_SYN_00005071,AFF020,MER0020,CAMP0017,CUST003208,B09YZA901,SES00320803,2024-10-09 09:26:40,ORD_SYN_00000297,1,199.99,0.03,6.0,Cancelled,Not Returned
CONV_SYN_00000650,CLK_SYN_00003148,AFF005,MER0055,CAMP0006,CUST000618,B07FZ8S74R,SES00061802,2024-10-09 09:29:22,ORD_SYN_00000650,2,79.98,0.04,3.2,Delivered,Not Returned
CONV_SYN_00000759,CLK_SYN_00001715,AFF005,MER0034,CAMP0008,CUST004750,B08JKL456,SES00475001,2024-10-09 13:36:13,ORD_SYN_00000759,1,99.99,0.04,4.0,Delivered,Not Returned
CONV_SYN_00001222,CLK_SYN_00009989,AFF002,MER0005,CAMP0036,CUST004993,B08BCD234,SES00499301,2024-10-09 15:09:28,ORD_SYN_00001222,1,497.99,0.02,9.96,Delivered,Returned
CONV_SYN_00001208,CLK_SYN_00007014,AFF013,MER0069,CAMP0019,CUST004194,B08JKL012,SES00419403,2024-10-09 16:03:41,ORD_SYN_00001208,1,219.0,0.02,4.38,Delivered,Returned
CONV_SYN_00001798,CLK_SYN_00006641,AFF003,MER0025,CAMP0034,CUST000309,B07VWX678,SES00030901,2024-10-10 01:07:29,ORD_SYN_00001798,1,329.0,0.02,6.58,Delivered,Not Returned
CONV_SYN_00001303,CLK_SYN_00003057,AFF013,MER0019,CAMP0015,CUST000192,B07MNO789,SES00019202,2024-10-10 02:09:12,ORD_SYN_00001303,1,199.95,0.03,6.0,Delivered,Returned
CONV_SYN_00001314,CLK_SYN_00009304,AFF002,MER0027,CAMP0049,CUST002424,B09PQR345,SES00242403,2024-10-10 15:07:17,ORD_SYN_00001314,1,89.99,0.03,2.7,Delivered,Not Returned
CONV_SYN_00001558,CLK_SYN_00006360,AFF015,MER0009,CAMP0027,CUST003951,B09YZA890,SES00395101,2024-10-10 18:04:23,ORD_SYN_00001558,1,98.0,0.03,2.94,Delivered,Not Returned
CONV_SYN_00000124,CLK_SYN_00007883,AFF013,MER0041,CAMP0019,CUST004739,B09PQR678,SES00473901,2024-10-10 18:36:21,ORD_SYN_00000124,1,399.99,0.02,8.0,Cancelled,Not Returned
CONV_SYN_00000467,CLK_SYN_00004482,AFF018,MER0045,CAMP0041,CUST001673,B08ABC567,SES00167302,2024-10-11 01:23:40,ORD_SYN_00000467,1,59.99,0.03,1.8,Delivered,Not Returned
CONV_SYN_00000734,CLK_SYN_00007716,AFF020,MER0078,CAMP0007,CUST000653,B09YZA890,SES00065301,2024-10-11 22:58:32,ORD_SYN_00000734,1,98.0,0.03,2.94,Delivered,Not Returned
CONV_SYN_00001114,CLK_SYN_00001578,AFF011,MER0021,CAMP0002,CUST001121,B08STU901,SES00112102,2024-10-12 02:28:14,ORD_SYN_00001114,1,379.99,0.025,9.5,Delivered,Returned
CONV_SYN_00000035,CLK_SYN_00004450,AFF001,MER0055,CAMP0008,CUST000709,B08ABC567,SES00070903,2024-10-12 05:01:07,ORD_SYN_00000035,1,59.99,0.03,1.8,Delivered,Not Returned
CONV_SYN_00001828,CLK_SYN_00008895,AFF017,MER0045,CAMP0019,CUST001459,B09YZA890,SES00145903,2024-10-12 06:14:28,ORD_SYN_00001828,1,98.0,0.03,2.94,Delivered,Not Returned
CONV_SYN_00000411,CLK_SYN_00009094,AFF020,MER0034,CAMP0026,CUST003581,B09GHI123,SES00358102,2024-10-12 07:37:25,ORD_SYN_00000411,1,179.99,0.025,4.5,Cancelled,Returned
CONV_SYN_00000335,CLK_SYN_00008160,AFF001,MER0042,CAMP0009,CUST004520,B08ABC567,SES00452001,2024-10-13 04:07:12,ORD_SYN_00000335,1,59.99,0.03,1.8,Cancelled,Not Returned
CONV_SYN_00000939,CLK_SYN_00006455,AFF020,MER0046,CAMP0032,CUST001040,B07DEF890,SES00104002,2024-10-13 04:22:02,ORD_SYN_00000939,1,25.99,0.04,1.04,Delivered,Not Returned
CONV_SYN_00000998,CLK_SYN_00007954,AFF009,MER0094,CAMP0010,CUST002032,B08N5WRWNW,SES00203202,2024-10-13 13:09:59,ORD_SYN_00000998,1,49.99,0.04,2.0,Delivered,Returned
CONV_SYN_00000202,CLK_SYN_00004447,AFF011,MER0032,CAMP0028,CUST004010,B09GHI123,SES00401001,2024-10-13 16:01:52,ORD_SYN_00000202,1,179.99,0.025,4.5,Cancelled,Not Returned
CONV_SYN_00001505,CLK_SYN_00006009,AFF015,MER0051,CAMP0016,CUST001068,B08QRST678,SES00106803,2024-10-13 23:17:11,ORD_SYN_00001505,2,399.98,0.02,8.0,Delivered,Not Returned
CONV_SYN_00001815,CLK_SYN_00009979,AFF002,MER0018,CAMP0045,CUST004242,B07HGJKL12,SES00424202,2024-10-14 01:24:44,ORD_SYN_00001815,1,249.0,0.02,4.98,Delivered,Returned
CONV_SYN_00001000,CLK_SYN_00005441,AFF012,MER0092,CAMP0047,CUST002260,B09XYZ234,SES00226002,2024-10-14 05:02:44,ORD_SYN_00001000,1,348.0,0.02,6.96,Cancelled,Not Returned
CONV_SYN_00001968,CLK_SYN_00003052,AFF004,MER0003,CAMP0045,CUST004945,B09GHI123,SES00494501,2024-10-14 06:46:14,ORD_SYN_00001968,1,179.99,0.025,4.5,Cancelled,Not Returned
CONV_SYN_00001350,CLK_SYN_00004697,AFF002,MER0073,CAMP0005,CUST001216,B07MNO345,SES00121602,2024-10-14 16:14:10,ORD_SYN_00001350,1,59.99,0.04,2.4,Cancelled,Not Returned
CONV_SYN_00001641,CLK_SYN_00001018,AFF012,MER0051,CAMP0044,CUST000134,B08JKL456,SES00013401,2024-10-15 01:14:27,ORD_SYN_00001641,1,99.99,0.04,4.0,Delivered,Not Returned
CONV_SYN_00000127,CLK_SYN_00008241,AFF020,MER0084,CAMP0001,CUST004439,B08STU345,SES00443903,2024-10-15 16:43:17,ORD_SYN_00000127,1,349.99,0.025,8.75,Delivered,Not Returned
CONV_SYN_00000754,CLK_SYN_00004302,AFF014,MER0026,CAMP0001,CUST001191,B09PQR012,SES00119102,2024-10-15 17:56:56,ORD_SYN_00000754,1,399.0,0.02,7.98,Delivered,Not Returned
CONV_SYN_00000025,CLK_SYN_00003380,AFF003,MER0072,CAMP0006,CUST003097,B08JKL345,SES00309703,2024-10-15 18:30:11,ORD_SYN_00000025,1,349.95,0.02,7.0,Cancelled,Not Returned
CONV_SYN_00001603,CLK_SYN_00008476,AFF019,MER0076,CAMP0039,CUST000684,B09PQR678,SES00068402,2024-10-15 19:02:58,ORD_SYN_00001603,1,399.99,0.02,8.0,Cancelled,Not Returned
CONV_SYN_00001369,CLK_SYN_00008362,AFF015,MER0076,CAMP0020,CUST000986,B08BCD234,SES00098603,2024-10-15 19:08:24,ORD_SYN_00001369,1,497.99,0.02,9.96,Delivered,Not Returned
CONV_SYN_00000646,CLK_SYN_00009287,AFF005,MER0076,CAMP0049,CUST001321,B08MNO012,SES00132101,2024-10-16 05:14:22,ORD_SYN_00000646,1,149.99,0.03,4.5,Delivered,Not Returned
CONV_SYN_00000538,CLK_SYN_00003226,AFF011,MER0044,CAMP0048,CUST003149,B08ABC123,SES00314901,2024-10-16 06:38:03,ORD_SYN_00000538,1,2495.0,0.015,37.42,Delivered,Not Returned
CONV_SYN_00000980,CLK_SYN_00004644,AFF002,MER0050,CAMP0030,CUST003112,B08JKL345,SES00311202,2024-10-16 10:54:46,ORD_SYN_00000980,1,349.95,0.02,7.0,Delivered,Not Returned
CONV_SYN_00000075,CLK_SYN_00003223,AFF006,MER0017,CAMP0037,CUST002370,B09PQR012,SES00237002,2024-10-16 19:55:18,ORD_SYN_00000075,1,399.0,0.02,7.98,Delivered,Not Returned
CONV_SYN_00000071,CLK_SYN_00008556,AFF010,MER0099,CAMP0025,CUST002474,B07MNO789,SES00247401,2024-10-17 07:33:25,ORD_SYN_00000071,1,199.95,0.03,6.0,Delivered,Not Returned
CONV_SYN_00000708,CLK_SYN_00008376,AFF002,MER0075,CAMP0044,CUST003497,B09PQR345,SES00349703,2024-10-17 08:13:51,ORD_SYN_00000708,1,89.99,0.03,2.7,Delivered,Not Returned
CONV_SYN_00001367,CLK_SYN_00006266,AFF001,MER0063,CAMP0039,CUST002021,B09YZA890,SES00202102,2024-10-17 10:36:53,ORD_SYN_00001367,1,98.0,0.03,2.94,Delivered,Not Returned
CONV_SYN_00000694,CLK_SYN_00000705,AFF012,MER0078,CAMP0048,CUST000988,B07DEF123,SES00098801,2024-10-17 18:43:12,ORD_SYN_00000694,1,99.99,0.03,3.0,Delivered,Not Returned
CONV_SYN_00001690,CLK_SYN_00001235,AFF018,MER0034,CAMP0050,CUST004852,B08JKL789,SES00485201,2024-10-17 21:33:01,ORD_SYN_00001690,1,25.99,0.04,1.04,Cancelled,Not Returned
CONV_SYN_00001392,CLK_SYN_00004116,AFF002,MER0059,CAMP0046,CUST000012,B08ABC567,SES00001203,2024-10-18 00:31:24,ORD_SYN_00001392,1,59.99,0.03,1.8,Delivered,Not Returned
CONV_SYN_00000073,CLK_SYN_00009444,AFF003,MER0014,CAMP0030,CUST003143,B08JKL012,SES00314302,2024-10-18 07:34:06,ORD_SYN_00000073,1,219.0,0.02,4.38,Cancelled,Not Returned
CONV_SYN_00000746,CLK_SYN_00006136,AFF020,MER0018,CAMP0028,CUST003711,B09YZA890,SES00371103,2024-10-18 08:55:11,ORD_SYN_00000746,1,98.0,0.03,2.94,Delivered,Not Returned
CONV_SYN_00001038,CLK_SYN_00003529,AFF011,MER0072,CAMP0008,CUST003455,B07GHI456,SES00345501,2024-10-18 21:06:12,ORD_SYN_00001038,1,149.99,0.035,5.25,Delivered,Returned
CONV_SYN_00000770,CLK_SYN_00007915,AFF011,MER0036,CAMP0032,CUST002127,B09YZA890,SES00212702,2024-10-19 08:48:17,ORD_SYN_00000770,1,98.0,0.03,2.94,Delivered,Not Returned
CONV_SYN_00000907,CLK_SYN_00009303,AFF011,MER0039,CAMP0010,CUST004054,B07MNO345,SES00405402,2024-10-19 11:46:42,ORD_SYN_00000907,1,59.99,0.04,2.4,Delivered,Not Returned
CONV_SYN_00001258,CLK_SYN_00008808,AFF016,MER0026,CAMP0032,CUST003747,B07FZ8S74R,SES00374703,2024-10-19 22:58:26,ORD_SYN_00001258,1,39.99,0.04,1.6,Delivered,Not Returned
CONV_SYN_00001241,CLK_SYN_00003529,AFF011,MER0072,CAMP0008,CUST003455,B07GHI456,SES00345501,2024-10-20 02:59:00,ORD_SYN_00001241,1,149.99,0.035,5.25,Delivered,Not Returned
CONV_SYN_00001117,CLK_SYN_00003529,AFF011,MER0072,CAMP0008,CUST003455,B07GHI456,SES00345501,2024-10-20 05:26:36,ORD_SYN_00001117,1,149.99,0.035,5.25,Cancelled,Not Returned
CONV_SYN_00000353,CLK_SYN_00000707,AFF011,MER0040,CAMP0022,CUST003219,B09YZA234,SES00321902,2024-10-20 06:18:33,ORD_SYN_00000353,1,199.99,0.02,4.0,Delivered,Not Returned
CONV_SYN_00001042,CLK_SYN_00006484,AFF011,MER0006,CAMP0037,CUST004549,B07DEF890,SES00454903,2024-10-20 08:41:16,ORD_SYN_00001042,1,25.99,0.04,1.04,Delivered,Returned
CONV_SYN_00000838,CLK_SYN_00000034,AFF014,MER0070,CAMP0028,CUST004442,B08JKL789,SES00444201,2024-10-20 11:19:03,ORD_SYN_00000838,2,51.98,0.04,2.08,Delivered,Returned
CONV_SYN_00000088,CLK_SYN_00009777,AFF015,MER0039,CAMP0047,CUST001516,B08QRST678,SES00151603,2024-10-20 12:32:32,ORD_SYN_00000088,1,199.99,0.02,4.0,Delivered,Not Returned
CONV_SYN_00000167,CLK_SYN_00002711,AFF001,MER0062,CAMP0049,CUST004826,B07BCD890,SES00482601,2024-10-20 13:59:46,ORD_SYN_00000167,1,799.99,0.02,16.0,Cancelled,Not Returned
CONV_SYN_00000389,CLK_SYN_00006093,AFF015,MER0071,CAMP0035,CUST001496,B08EFG123,SES00149602,2024-10-20 16:07:34,ORD_SYN_00000389,1,79.99,0.03,2.4,Delivered,Not Returned
CONV_SYN_00000548,CLK_SYN_00001535,AFF006,MER0009,CAMP0018,CUST000213,B09PQR012,SES00021303,2024-10-20 20:17:07,ORD_SYN_00000548,1,399.0,0.02,7.98,Cancelled,Returned
CONV_SYN_00001654,CLK_SYN_00007714,AFF007,MER0083,CAMP0001,CUST000510,B09GHI123,SES00051001,2024-10-20 21:27:07,ORD_SYN_00001654,2,359.98,0.025,9.0,Cancelled,Not Returned
CONV_SYN_00000922,CLK_SYN_00001931,AFF018,MER0048,CAMP0045,CUST002062,B08ABC123,SES00206202,2024-10-20 21:47:18,ORD_SYN_00000922,1,2495.0,0.015,37.42,Delivered,Not Returned
CONV_SYN_00001185,CLK_SYN_00000707,AFF011,MER0040,CAMP0022,CUST003219,B09YZA234,SES00321902,2024-10-20 23:19:45,ORD_SYN_00001185,1,199.99,0.02,4.0,Delivered,Returned
CONV_SYN_00001985,CLK_SYN_00007714,AFF007,MER0083,CAMP0001,CUST000510,B09GHI123,SES00051001,2024-10-21 03:07:55,ORD_SYN_00001985,2,359.98,0.025,9.0,Delivered,Returned
CONV_SYN_00000722,CLK_SYN_00008947,AFF006,MER0031,CAMP0009,CUST001925,B08STU901,SES00192501,2024-10-21 05:00:59,ORD_SYN_00000722,1,379.99,0.025,9.5,Delivered,Not Returned
CONV_SYN_00001288,CLK_SYN_00001931,AFF018,MER0048,CAMP0045,CUST002062,B08ABC123,SES00206202,2024-10-21 08:02:18,ORD_SYN_00001288,1,2495.0,0.015,37.42,Delivered,Not Returned
CONV_SYN_00001308,CLK_SYN_00002051,AFF017,MER0027,CAMP0043,CUST004946,B09MNOP345,SES00494603,2024-10-21 12:59:57,ORD_SYN_00001308,2,159.98,0.03,4.8,Delivered,Returned
CONV_SYN_00000061,CLK_SYN_00004719,AFF010,MER0017,CAMP0006,CUST004258,B08N5WRWNW,SES00425801,2024-10-21 23:44:40,ORD_SYN_00000061,1,49.99,0.04,2.0,Delivered,Not Returned
CONV_SYN_00000295,CLK_SYN_00009719,AFF013,MER0072,CAMP0014,CUST000860,B08JKL456,SES00086001,2024-10-22 04:27:15,ORD_SYN_00000295,1,99.99,0.04,4.0,Delivered,Returned
CONV_SYN_00000200,CLK_SYN_00004932,AFF007,MER0099,CAMP0009,CUST002002,B07TUVW901,SES00200203,2024-10-22 05:54:03,ORD_SYN_00000200,1,149.95,0.025,3.75,Cancelled,Not Returned
CONV_SYN_00000463,CLK_SYN_00002675,AFF019,MER0063,CAMP0032,CUST002657,B09GHI123,SES00265702,2024-10-22 07:11:04,ORD_SYN_00000463,1,179.99,0.025,4.5,Cancelled,Returned
CONV_SYN_00001598,CLK_SYN_00007034,AFF013,MER0051,CAMP0041,CUST001048,B07FZ8S74R,SES00104801,2024-10-22 17:35:53,ORD_SYN_00001598,1,39.99,0.04,1.6,Delivered,Not Returned
CONV_SYN_00001182,CLK_SYN_00000847,AFF016,MER0073,CAMP0048,CUST002244,B09PQR678,SES00224401,2024-10-22 17:44:18,ORD_SYN_00001182,3,1199.97,0.02,24.0,Delivered,Not Returned
CONV_SYN_00000620,CLK_SYN_00009717,AFF013,MER0059,CAMP0006,CUST004337,B07MNO678,SES00433703,2024-10-23 01:29:16,ORD_SYN_00000620,2,69.98,0.04,2.8,Delivered,Not Returned
CONV_SYN_00001486,CLK_SYN_00005254,AFF001,MER0041,CAMP0047,CUST001649,B07DEF123,SES00164901,2024-10-23 04:25:11,ORD_SYN_00001486,1,99.99,0.03,3.0,Delivered,Returned
CONV_SYN_00001098,CLK_SYN_00005462,AFF006,MER0032,CAMP0030,CUST003634,B08STU678,SES00363403,2024-10-23 07:51:36,ORD_SYN_00001098,1,69.99,0.03,2.1,Delivered,Not Returned
CONV_SYN_00000519,CLK_SYN_00008748,AFF012,MER0071,CAMP0036,CUST000769,B09YZA234,SES00076901,2024-10-23 10:52:50,ORD_SYN_00000519,1,199.99,0.02,4.0,Cancelled,Not Returned
CONV_SYN_00000281,CLK_SYN_00004446,AFF005,MER0072,CAMP0017,CUST001976,B09GHI456,SES00197601,2024-10-23 10:55:06,ORD_SYN_00000281,1,99.99,0.03,3.0,Delivered,Not Returned
CONV_SYN_00001275,CLK_SYN_00002990,AFF015,MER0069,CAMP0023,CUST000860,B07MNO678,SES00086003,2024-10-24 03:01:11,ORD_SYN_00001275,1,34.99,0.04,1.4,Delivered,Not Returned
CONV_SYN_00000421,CLK_SYN_00003695,AFF008,MER0007,CAMP0004,CUST003042,B07GHI456,SES00304201,2024-10-24 05:43:34,ORD_SYN_00000421,1,149.99,0.035,5.25,Cancelled,Not Returned
CONV_SYN_00001077,CLK_SYN_00003771,AFF001,MER0089,CAMP0049,CUST000662,B09GHI789,SES00066201,2024-10-24 06:31:47,ORD_SYN_00001077,1,49.99,0.04,2.0,Delivered,Returned
CONV_SYN_00000339,CLK_SYN_00000018,AFF016,MER0072,CAMP0017,CUST002158,B09PQR012,SES00215803,2024-10-24 08:51:44,ORD_SYN_00000339,1,399.0,0.02,7.98,Delivered,Not Returned
CONV_SYN_00001356,CLK_SYN_00006270,AFF002,MER0060,CAMP0033,CUST001362,B09MNOP345,SES00136201,2024-10-24 08:58:43,ORD_SYN_00001356,1,79.99,0.03,2.4,Delivered,Returned
CONV_SYN_00001044,CLK_SYN_00000188,AFF017,MER0092,CAMP0003,CUST004935,B08C1W5N87,SES00493501,2024-10-24 13:42:00,ORD_SYN_00001044,2,159.9,0.03,4.8,Cancelled,Not Returned
CONV_SYN_00000957,CLK_SYN_00009306,AFF013,MER0083,CAMP0043,CUST002900,B07MNO789,SES00290001,2024-10-25 05:10:01,ORD_SYN_00000957,1,199.95,0.03,6.0,Delivered,Returned
CONV_SYN_00000624,CLK_SYN_00005604,AFF002,MER0012,CAMP0008,CUST004589,B09YZA234,SES00458902,2024-10-25 09:55:13,ORD_SYN_00000624,1,199.99,0.02,4.0,Delivered,Returned
CONV_SYN_00000230,CLK_SYN_00008765,AFF014,MER0082,CAMP0016,CUST004000,B08BCD234,SES00400001,2024-10-25 11:42:52,ORD_SYN_00000230,1,497.99,0.02,9.96,Delivered,Not Returned
CONV_SYN_00000112,CLK_SYN_00000253,AFF011,MER0075,CAMP0024,CUST002562,B09YZA901,SES00256201,2024-10-25 12:44:12,ORD_SYN_00000112,1,199.99,0.03,6.0,Cancelled,Returned
CONV_SYN_00000109,CLK_SYN_00004215,AFF009,MER0055,CAMP0005,CUST002049,B09DEF123,SES00204902,2024-10-25 13:36:51,ORD_SYN_00000109,1,1199.0,0.015,17.98,Cancelled,Not Returned
CONV_SYN_00000357,CLK_SYN_00004869,AFF003,MER0030,CAMP0050,CUST003397,B07GHI456,SES00339701,2024-10-25 14:26:05,ORD_SYN_00000357,1,149.99,0.035,5.25,Delivered,Not Returned
CONV_SYN_00001353,CLK_SYN_00004869,AFF003,MER0030,CAMP0050,CUST003397,B07GHI456,SES00339701,2024-10-25 21:51:17,ORD_SYN_00001353,1,149.99,0.035,5.25,Delivered,Returned
CONV_SYN_00001899,CLK_SYN_00006969,AFF006,MER0085,CAMP0009,CUST000457,B08JKL012,SES00045702,2024-10-26 00:51:48,ORD_SYN_00001899,1,219.0,0.02,4.38,Delivered,Returned
CONV_SYN_00001812,CLK_SYN_00003015,AFF003,MER0048,CAMP0035,CUST002630,B08JKL456,SES00263003,2024-10-26 01:14:09,ORD_SYN_00001812,1,99.99,0.04,4.0,Delivered,Not Returned
CONV_SYN_00001807,CLK_SYN_00002186,AFF008,MER0014,CAMP0005,CUST002510,B08STU678,SES00251003,2024-10-26 05:22:05,ORD_SYN_00001807,1,69.99,0.03,2.1,Delivered,Not Returned
CONV_SYN_00000678,CLK_SYN_00001713,AFF017,MER0099,CAMP0006,CUST003264,B08JKL456,SES00326403,2024-10-26 07:37:36,ORD_SYN_00000678,1,99.99,0.04,4.0,Delivered,Not Returned
